商品コード,商品名,商品名略称,商品名カナ,商品区分1コード,商品区分1名,商品区分2コード,商品区分2名,商品区分3コード,商品区分3名,単位,入数,販売消費税区分,販売消費税区分名,仕入消費税区分,仕入消費税区分名,消費税率,標準単価,仕入単価,原価単価,在庫単価,定価,在庫管理,幅,奥行,高さ,才数,EXP才数,個口,発注方法,発注方法名,仕入先コード,摘要,在庫管理名,検索画面表示,検索画面表示名
1640641000,120 ﾛｰﾁｪｽﾄ ｴｯｸﾞ,120 ﾛｰﾁｪｽﾄ ｴｯｸﾞ,120 ﾛｰﾁｪｽﾄ ｴｯｸﾞ,0,,0,,0,,,0,1,税込,0,税抜,1,23300,11500,11500,11500,0,1,1200,420,890,18,7,1,1,都度発注,16,18.7,する,1,表示
1699999999,諸口・アイクラフト　※25％,諸口・アイクラフト　※25％,諸口・アイクラフト　※25％,0,,0,,0,,,0,1,税込,0,税抜,1,0,0,0,0,0,1,0,0,0,0,,0,1,都度発注,16,,する,1,表示
1900000000,,,,0,,0,,0,,,0,1,税込,0,税抜,1,0,0,0,0,0,1,0,0,0,0,,0,1,都度発注,19,,する,1,表示
1930030000,ﾎﾟｹｯﾄｺｲﾙﾏｯﾄﾚｽ PKC203 (ｼﾝｸﾞﾙ),ﾎﾟｹｯﾄｺｲﾙﾏｯﾄﾚｽ PKC203 (ｼﾝｸﾞﾙ),ﾎﾟｹｯﾄｺｲﾙﾏｯﾄﾚｽ PKC203 (ｼﾝｸﾞﾙ),0,,0,,0,,,0,1,税込,0,税抜,1,18800,9900,9900,9900,0,1,970,1950,230,12,,1,1,都度発注,19,,する,1,表示
1930031000,ﾎﾟｹｯﾄｺｲﾙﾏｯﾄﾚｽ PKC203 (ｾﾐﾀﾞﾌﾞﾙ),ﾎﾟｹｯﾄｺｲﾙﾏｯﾄﾚｽ PKC203 (ｾﾐﾀﾞﾌﾞﾙ),ﾎﾟｹｯﾄｺｲﾙﾏｯﾄﾚｽ PKC203 (ｾﾐﾀﾞﾌﾞﾙ),0,,0,,0,,,0,1,税込,0,税抜,1,24800,13000,13000,13000,0,1,1200,1950,230,14,,1,1,都度発注,19,,する,1,表示
1930032000,ﾎﾟｹｯﾄｺｲﾙﾏｯﾄﾚｽ PKC203 (ﾀﾞﾌﾞﾙ),ﾎﾟｹｯﾄｺｲﾙﾏｯﾄﾚｽ PKC203 (ﾀﾞﾌﾞﾙ),ﾎﾟｹｯﾄｺｲﾙﾏｯﾄﾚｽ PKC203 (ﾀﾞﾌﾞﾙ),0,,0,,0,,,0,1,税込,0,税抜,1,29900,15500,15500,15500,0,1,1400,1950,230,16,,1,1,都度発注,19,,する,1,表示
1940001000,ﾄﾞﾚｯｻｰ ﾙｰｼﾞｭⅢ,ﾄﾞﾚｯｻｰ ﾙｰｼﾞｭⅢ,ﾄﾞﾚｯｻｰ ﾙｰｼﾞｭⅢ,0,,0,,0,,,0,1,税込,0,税抜,1,18800,9900,9900,9900,0,1,600,400,710,6,,2,1,都度発注,19,色を選べ,する,1,表示
1940001010,ﾄﾞﾚｯｻｰ ﾙｰｼﾞｭⅢ (WH),ﾄﾞﾚｯｻｰ ﾙｰｼﾞｭⅢ (WH),ﾄﾞﾚｯｻｰ ﾙｰｼﾞｭⅢ (WH),0,,0,,0,,,0,1,税込,0,税抜,1,18800,9900,9900,9900,0,1,600,400,710,6,,2,1,都度発注,19,ﾁｪｽﾄの有無,する,1,表示
1940001020,ﾄﾞﾚｯｻｰ ﾙｰｼﾞｭⅢ (BR),ﾄﾞﾚｯｻｰ ﾙｰｼﾞｭⅢ (BR),ﾄﾞﾚｯｻｰ ﾙｰｼﾞｭⅢ (BR),0,,0,,0,,,0,1,税込,0,税抜,1,18800,9900,9900,9900,0,1,600,400,710,6,,2,1,都度発注,19,ﾁｪｽﾄの有無,する,1,表示
1940001030,ﾄﾞﾚｯｻｰ ﾙｰｼﾞｭⅢ (ﾋﾟﾝｸ),ﾄﾞﾚｯｻｰ ﾙｰｼﾞｭⅢ (ﾋﾟﾝｸ),ﾄﾞﾚｯｻｰ ﾙｰｼﾞｭⅢ (ﾋﾟﾝｸ),0,,0,,0,,,0,1,税込,0,税抜,1,18800,9900,9900,9900,0,1,600,400,710,6,,2,1,都度発注,19,ﾁｪｽﾄの有無,する,1,表示
1940002000,ﾁｪｽﾄ ﾙｰｼﾞｭⅢ,ﾁｪｽﾄ ﾙｰｼﾞｭⅢ,ﾁｪｽﾄ ﾙｰｼﾞｭⅢ,0,,0,,0,,,0,1,税込,0,税抜,1,9800,5300,5300,5300,0,1,300,400,710,3,,1,1,都度発注,19,色を選べ,する,1,表示
1940002010,ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (WH),ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (WH),ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (WH),0,,0,,0,,,0,1,税込,0,税抜,1,9800,5300,5300,5300,0,1,300,400,710,3,,1,1,都度発注,19,MG,する,1,表示
1940002020,ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (BR),ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (BR),ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (BR),0,,0,,0,,,0,1,税込,0,税抜,1,9800,5300,5300,5300,0,1,300,400,710,3,,1,1,都度発注,19,MG,する,1,表示
1940002030,ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (ﾋﾟﾝｸ),ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (ﾋﾟﾝｸ),ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (ﾋﾟﾝｸ),0,,0,,0,,,0,1,税込,0,税抜,1,9600,5300,5300,5300,0,1,300,400,710,3,,1,1,都度発注,19,MG,する,1,表示
1940003000,ﾄﾞﾚｯｻｰ + 30ﾁｪｽﾄ ﾙｰｼﾞｭⅢ,ﾄﾞﾚｯｻｰ + 30ﾁｪｽﾄ ﾙｰｼﾞｭⅢ,ﾄﾞﾚｯｻｰ + 30ﾁｪｽﾄ ﾙｰｼﾞｭⅢ,0,,0,,0,,,0,1,税込,0,税抜,1,28600,15200,15200,15200,0,1,0,0,0,8,,3,1,都度発注,19,色を選べ,する,1,表示
1940003010,ﾄﾞﾚｯｻｰ + 30ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (WH),ﾄﾞﾚｯｻｰ + 30ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (WH),ﾄﾞﾚｯｻｰ + 30ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (WH),0,,0,,0,,,0,1,税込,0,税抜,1,28600,15200,15200,15200,0,1,0,0,0,8,,3,1,都度発注,19,,する,1,表示
1940003020,ﾄﾞﾚｯｻｰ + 30ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (BR),ﾄﾞﾚｯｻｰ + 30ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (BR),ﾄﾞﾚｯｻｰ + 30ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (BR),0,,0,,0,,,0,1,税込,0,税抜,1,28600,15200,15200,15200,0,1,0,0,0,8,,3,1,都度発注,19,,する,1,表示
1940003030,ﾄﾞﾚｯｻｰ + 30ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (ﾋﾟﾝｸ),ﾄﾞﾚｯｻｰ + 30ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (ﾋﾟﾝｸ),ﾄﾞﾚｯｻｰ + 30ﾁｪｽﾄ ﾙｰｼﾞｭⅢ (ﾋﾟﾝｸ),0,,0,,0,,,0,1,税込,0,税抜,1,28600,15200,15200,15200,0,1,0,0,0,8,,3,1,都度発注,19,,する,1,表示
1999999999,諸口・アーバンライフ,諸口・アーバンライフ,諸口・アーバンライフ,0,,0,,0,,,0,1,税込,0,税抜,1,0,0,0,0,0,1,0,0,0,0,,0,1,都度発注,19,,する,1,表示
2100000000,,,,0,,0,,0,,,0,1,税込,0,税抜,1,0,0,0,0,0,1,0,0,0,0,,0,1,都度発注,21,,する,1,表示
2110007000,90両面ｶｳﾝﾀｰ ｴｲﾌﾟﾙ(WH),90両面ｶｳﾝﾀｰ ｴｲﾌﾟﾙ(WH),90両面ｶｳﾝﾀｰ ｴｲﾌﾟﾙ(WH),0,,0,,0,,,0,1,税込,0,税抜,1,33600,18000,18000,18000,0,1,900,450,860,8,5,1,1,都度発注,21,12.9,する,1,表示
2110007010,90両面ｶｳﾝﾀｰ ｴｲﾌﾟﾙ(NA),90両面ｶｳﾝﾀｰ ｴｲﾌﾟﾙ(NA),90両面ｶｳﾝﾀｰ ｴｲﾌﾟﾙ(NA),0,,0,,0,,,0,1,税込,0,税抜,1,33600,18000,18000,18000,0,1,0,0,0,8,5,1,1,都度発注,21,12.9,する,1,表示
2110008000,120両面ｶｳﾝﾀｰ ｴｲﾌﾟﾙ(WH),120両面ｶｳﾝﾀｰ ｴｲﾌﾟﾙ(WH),120両面ｶｳﾝﾀｰ ｴｲﾌﾟﾙ(WH),0,,0,,0,,,0,1,税込,0,税抜,1,38600,20000,20000,20000,0,1,1200,450,860,12,7,1,1,都度発注,21,17,する,1,表示
2110008010,120両面ｶｳﾝﾀｰ ｴｲﾌﾟﾙ(NA),120両面ｶｳﾝﾀｰ ｴｲﾌﾟﾙ(NA),120両面ｶｳﾝﾀｰ ｴｲﾌﾟﾙ(NA),0,,0,,0,,,0,1,税込,0,税抜,1,38600,20000,20000,20000,0,1,1200,450,860,12,7,1,1,都度発注,21,17,する,1,表示
2140010000,56 ｺﾚｸｼｮﾝ ｺﾄｰﾗ LEDﾗｲﾄ付き　※色を選べ,56 ｺﾚｸｼｮﾝ ｺﾄｰﾗ LEDﾗｲﾄ付き　※色を,56 ｺﾚｸｼｮﾝ ｺﾄｰﾗ LEDﾗｲﾄ付き　※色を選べ,0,,0,,0,,,0,1,税込,0,税抜,1,25600,15200,15200,15200,0,1,560,350,900,4,,2,1,都度発注,21,,する,1,表示
2140010010,56 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (WH) ※LEDﾗｲﾄ付き(白),56 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (WH) ※LEDﾗｲﾄ付き(,56 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (WH) ※LEDﾗｲﾄ付き(白),0,,0,,0,,,0,1,税込,0,税抜,1,25600,15200,15200,15200,0,1,560,350,900,4,,2,1,都度発注,21,,する,1,表示
2140010020,56 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (BR) ※LEDﾗｲﾄ付き(白),56 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (BR) ※LEDﾗｲﾄ付き(,56 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (BR) ※LEDﾗｲﾄ付き(白),0,,0,,0,,,0,1,税込,0,税抜,1,25600,15200,15200,15200,0,1,560,350,900,4,,2,1,都度発注,21,,する,1,表示
2140011000,85 ｺﾚｸｼｮﾝ ｺﾄｰﾗ LEDﾗｲﾄ付き　※色を選べ,85 ｺﾚｸｼｮﾝ ｺﾄｰﾗ LEDﾗｲﾄ付き　※色を,85 ｺﾚｸｼｮﾝ ｺﾄｰﾗ LEDﾗｲﾄ付き　※色を選べ,0,,0,,0,,,0,1,税込,0,税抜,1,33400,19700,19700,19700,0,1,830,350,900,6,,2,1,都度発注,21,,する,1,表示
2140011010,85 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (WH)　※LEDﾗｲﾄ付き(白),85 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (WH)　※LEDﾗｲﾄ付き(,85 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (WH)　※LEDﾗｲﾄ付き(白),0,,0,,0,,,0,1,税込,0,税抜,1,33400,19700,19700,19700,0,1,830,350,900,6,4,2,1,都度発注,21,9.6,する,1,表示
2140011020,85 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (BR)　※LEDﾗｲﾄ付き(白),85 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (BR)　※LEDﾗｲﾄ付き(,85 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (BR)　※LEDﾗｲﾄ付き(白),0,,0,,0,,,0,1,税込,0,税抜,1,33400,19700,19700,19700,0,1,830,350,900,6,,2,1,都度発注,21,,する,1,表示
2140012000,110 ｺﾚｸｼｮﾝ ｺﾄｰﾗ LEDﾗｲﾄ付き　※色を選べ,110 ｺﾚｸｼｮﾝ ｺﾄｰﾗ LEDﾗｲﾄ付き　※色を,110 ｺﾚｸｼｮﾝ ｺﾄｰﾗ LEDﾗｲﾄ付き　※色を選べ,0,,0,,0,,,0,1,税込,0,税抜,1,42900,25200,25200,25200,0,1,1090,350,900,8,,2,1,都度発注,21,,する,1,表示
2140012010,110 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (WH)　※LEDﾗｲﾄ付き(白),110 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (WH)　※LEDﾗｲﾄ付き,110 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (WH)　※LEDﾗｲﾄ付き(白),0,,0,,0,,,0,1,税込,0,税抜,1,42900,25200,25200,25200,0,1,1090,350,900,8,,2,1,都度発注,21,,する,1,表示
2140012020,110 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (BR)　※LEDﾗｲﾄ付き(白),110 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (BR)　※LEDﾗｲﾄ付き,110 ｺﾚｸｼｮﾝ ｺﾄｰﾗ (BR)　※LEDﾗｲﾄ付き(白),0,,0,,0,,,0,1,税込,0,税抜,1,42900,25200,25200,25200,0,1,1090,350,900,8,,2,1,都度発注,21,,する,1,表示
2140020000,75 ｺﾚｸｼｮﾝ ﾛｸﾞ,75 ｺﾚｸｼｮﾝ ﾛｸﾞ,75 ｺﾚｸｼｮﾝ ﾛｸﾞ,0,,0,,0,,,0,1,税込,0,税抜,1,53700,30000,30000,30000,0,1,750,400,1600,7,,1,1,都度発注,21,色を選べ,する,1,表示
2140020010,75 ｺﾚｸｼｮﾝ ﾛｸﾞ (WH),75 ｺﾚｸｼｮﾝ ﾛｸﾞ (WH),75 ｺﾚｸｼｮﾝ ﾛｸﾞ (WH),0,,0,,0,,,0,1,税込,0,税抜,1,53700,30000,30000,30000,0,1,750,400,1600,7,,1,1,都度発注,21,,する,1,表示
2140020020,75 ｺﾚｸｼｮﾝ ﾛｸﾞ (BR),75 ｺﾚｸｼｮﾝ ﾛｸﾞ (BR),75 ｺﾚｸｼｮﾝ ﾛｸﾞ (BR),0,,0,,0,,,0,1,税込,0,税抜,1,53700,30000,30000,30000,0,1,750,400,1600,7,,1,1,都度発注,21,,する,1,表示
2140030000,120 ﾚﾝｼﾞﾎﾞｰﾄﾞ ｳｪｰﾌﾞ (WH),120 ﾚﾝｼﾞﾎﾞｰﾄﾞ ｳｪｰﾌﾞ (WH),120 ﾚﾝｼﾞﾎﾞｰﾄﾞ ｳｪｰﾌﾞ (WH),0,,0,,0,,,0,1,税込,0,税抜,1,51600,25000,25000,25000,0,1,1170,480,2000,25,15,2,1,都度発注,21,35,する,1,表示
2140030010,120 ﾚﾝｼﾞﾎﾞｰﾄﾞ ｳｪｰﾌﾞ (BR),120 ﾚﾝｼﾞﾎﾞｰﾄﾞ ｳｪｰﾌﾞ (BR),120 ﾚﾝｼﾞﾎﾞｰﾄﾞ ｳｪｰﾌﾞ (BR),0,,0,,0,,,0,1,税込,0,税抜,1,51600,25000,25000,25000,0,1,1170,480,2000,25,,2,1,都度発注,21,,する,1,表示
2140031000,140 ﾚﾝｼﾞﾎﾞｰﾄﾞ ｳｪｰﾌﾞ (WH),140 ﾚﾝｼﾞﾎﾞｰﾄﾞ ｳｪｰﾌﾞ (WH),140 ﾚﾝｼﾞﾎﾞｰﾄﾞ ｳｪｰﾌﾞ (WH),0,,0,,0,,,0,1,税込,0,税抜,1,64500,30000,30000,30000,0,1,1400,480,2000,30,,2,1,都度発注,21,,する,1,表示
2140031010,140 ﾚﾝｼﾞﾎﾞｰﾄﾞ ｳｪｰﾌﾞ (BR),140 ﾚﾝｼﾞﾎﾞｰﾄﾞ ｳｪｰﾌﾞ (BR),140 ﾚﾝｼﾞﾎﾞｰﾄﾞ ｳｪｰﾌﾞ (BR),0,,0,,0,,,0,1,税込,0,税抜,1,64500,30000,30000,30000,0,1,1400,480,2000,30,,2,1,都度発注,21,,する,1,表示
2140040000,ﾌﾞﾛｽⅡ 75 ﾚﾝｼﾞﾎﾞｰﾄﾞ (WH),ﾌﾞﾛｽⅡ 75 ﾚﾝｼﾞﾎﾞｰﾄﾞ (WH),ﾌﾞﾛｽⅡ 75 ﾚﾝｼﾞﾎﾞｰﾄﾞ (WH),0,,0,,0,,,0,1,税込,0,税抜,1,40700,20800,20800,20800,0,1,750,450,1830,23,,1,1,都度発注,21,,する,1,表示
2140040010,ﾌﾞﾛｽⅡ 75 ﾚﾝｼﾞﾎﾞｰﾄﾞ (BR),ﾌﾞﾛｽⅡ 75 ﾚﾝｼﾞﾎﾞｰﾄﾞ (BR),ﾌﾞﾛｽⅡ 75 ﾚﾝｼﾞﾎﾞｰﾄﾞ (BR),0,,0,,0,,,0,1,税込,0,税抜,1,40700,20800,20800,20800,0,1,750,450,1830,23,,1,1,都度発注,21,,する,1,表示
2140041000,ﾌﾞﾛｽⅡ 100 DB (WH)　※2枚戸 (ｽﾘｶﾞﾗｽ・白ｶﾞﾗｽ),ﾌﾞﾛｽⅡ 100 DB (WH)　※2枚戸 (ｽﾘｶﾞﾗ,ﾌﾞﾛｽⅡ 100 DB (WH)　※2枚戸 (ｽﾘｶﾞﾗｽ・白ｶﾞﾗｽ),0,,0,,0,,,0,1,税込,0,税抜,1,58900,30400,30400,30400,0,1,970,450,1830,29,,2,1,都度発注,21,※扉色選択,する,1,表示
2140041010,ﾌﾞﾛｽⅡ 100 DB (BR)　※2枚戸 (ｽﾓｰｸ・黒ｶﾞﾗｽ),ﾌﾞﾛｽⅡ 100 DB (BR)　※2枚戸 (ｽﾓｰｸ,ﾌﾞﾛｽⅡ 100 DB (BR)　※2枚戸 (ｽﾓｰｸ・黒ｶﾞﾗｽ),0,,0,,0,,,0,1,税込,0,税抜,1,58900,30400,30400,30400,0,1,970,450,1830,29,,2,1,都度発注,21,※扉色選択,する,1,表示
2140042000,ﾌﾞﾛｽⅡ 100 ﾚﾝｼﾞﾎﾞｰﾄﾞ (WH) (ｽﾘｶﾞﾗｽ・白ｶﾞﾗｽ),ﾌﾞﾛｽⅡ 100 ﾚﾝｼﾞﾎﾞｰﾄﾞ (WH) (ｽﾘｶﾞﾗｽ,ﾌﾞﾛｽⅡ 100 ﾚﾝｼﾞﾎﾞｰﾄﾞ (WH) (ｽﾘｶﾞﾗｽ・白ｶﾞﾗｽ),0,,0,,0,,,0,1,税込,0,税抜,1,56200,28800,28800,28800,0,1,970,450,1830,29,,2,1,都度発注,21,※扉色選択,する,1,表示
2140042010,ﾌﾞﾛｽⅡ 100 ﾚﾝｼﾞﾎﾞｰﾄﾞ (BR) (ｽﾓｰｸ・黒ｶﾞﾗｽ),ﾌﾞﾛｽⅡ 100 ﾚﾝｼﾞﾎﾞｰﾄﾞ (BR) (ｽﾓｰｸ・,ﾌﾞﾛｽⅡ 100 ﾚﾝｼﾞﾎﾞｰﾄﾞ (BR) (ｽﾓｰｸ・黒ｶﾞﾗｽ),0,,0,,0,,,0,1,税込,0,税抜,1,56200,28800,28800,28800,0,1,970,450,1830,29,,2,1,都度発注,21,※扉色選択,する,1,表示
2140043000,ﾌﾞﾛｽⅡ 100 DB (WH)　※引出し (ｽﾘｶﾞﾗｽ・白ｶﾞﾗｽ),ﾌﾞﾛｽⅡ 100 DB (WH)　※引出し (ｽﾘｶﾞ,ﾌﾞﾛｽⅡ 100 DB (WH)　※引出し (ｽﾘｶﾞﾗｽ・白ｶﾞﾗｽ),0,,0,,0,,,0,1,税込,0,税抜,1,61300,31300,31300,31300,0,1,970,450,1830,29,,2,1,都度発注,21,※扉色選択30,する,1,表示
2140043010,ﾌﾞﾛｽⅡ 100 DB (BR)　※引出し (ｽﾓｰｸ・黒ｶﾞﾗｽ),ﾌﾞﾛｽⅡ 100 DB (BR)　※引出し (ｽﾓｰｸ,ﾌﾞﾛｽⅡ 100 DB (BR)　※引出し (ｽﾓｰｸ・黒ｶﾞﾗｽ),0,,0,,0,,,0,1,税込,0,税抜,1,61300,31300,31300,31300,0,1,970,450,1830,29,,2,1,都度発注,21,※扉色選択,する,1,表示
2140044000,ﾌﾞﾛｽⅡ 75 上置き (WH),ﾌﾞﾛｽⅡ 75 上置き (WH),ﾌﾞﾛｽⅡ 75 上置き (WH),0,,0,,0,,,0,1,税込,0,税抜,1,12300,6400,6400,6400,0,1,750,430,350,4,,1,1,都度発注,21,,する,1,表示
2140044010,ﾌﾞﾛｽⅡ 75 上置き (BR),ﾌﾞﾛｽⅡ 75 上置き (BR),ﾌﾞﾛｽⅡ 75 上置き (BR),0,,0,,0,,,0,1,税込,0,税抜,1,12300,6400,6400,6400,0,1,750,430,350,4,,1,1,都度発注,21,,する,1,表示
2140045000,ﾌﾞﾛｽⅡ 100 上置き (WH),ﾌﾞﾛｽⅡ 100 上置き (WH),ﾌﾞﾛｽⅡ 100 上置き (WH),0,,0,,0,,,0,1,税込,0,税抜,1,18100,9280,9280,9280,0,1,970,430,350,5,,1,1,都度発注,21,,する,1,表示
2140045010,ﾌﾞﾛｽⅡ 100 上置き (BR),ﾌﾞﾛｽⅡ 100 上置き (BR),ﾌﾞﾛｽⅡ 100 上置き (BR),0,,0,,0,,,0,1,税込,0,税抜,1,18100,9280,9280,9280,0,1,970,430,350,5,,1,1,都度発注,21,,する,1,表示
2140050000,120 ﾚﾝｼﾞﾎﾞｰﾄﾞ ﾑｰﾝⅡ (WH),120 ﾚﾝｼﾞﾎﾞｰﾄﾞ ﾑｰﾝⅡ (WH),120 ﾚﾝｼﾞﾎﾞｰﾄﾞ ﾑｰﾝⅡ (WH),0,,0,,0,,,0,1,税込,0,税抜,1,55900,25000,25000,25000,0,1,1168,480,2000,34,,2,1,都度発注,21,,する,1,表示
2140050010,120 ﾚﾝｼﾞﾎﾞｰﾄﾞ ﾑｰﾝⅡ (BR),120 ﾚﾝｼﾞﾎﾞｰﾄﾞ ﾑｰﾝⅡ (BR),120 ﾚﾝｼﾞﾎﾞｰﾄﾞ ﾑｰﾝⅡ (BR),0,,0,,0,,,0,1,税込,0,税抜,1,55900,25000,25000,25000,0,1,1168,480,2000,34,,2,1,都度発注,21,,する,1,表示
2140060000,65 ｺﾚｸｼｮﾝ つむぎ ※ﾀﾞｳﾝﾗｲﾄ付　※色選択,65 ｺﾚｸｼｮﾝ つむぎ ※ﾀﾞｳﾝﾗｲﾄ付　※色,65 ｺﾚｸｼｮﾝ つむぎ ※ﾀﾞｳﾝﾗｲﾄ付　※色選択,0,,0,,0,,,0,1,税込,0,税抜,1,45100,24900,24900,24900,0,1,650,350,1600,13,,2,1,都度発注,21,色選択,する,1,表示
2140060010,65 ｺﾚｸｼｮﾝ つむぎ (BR) ※ﾀﾞｳﾝﾗｲﾄ付,65 ｺﾚｸｼｮﾝ つむぎ (BR) ※ﾀﾞｳﾝﾗｲﾄ付,65 ｺﾚｸｼｮﾝ つむぎ (BR) ※ﾀﾞｳﾝﾗｲﾄ付,0,,0,,0,,,0,1,税込,0,税抜,1,45100,24900,24900,24900,0,1,650,350,1600,13,,2,1,都度発注,21,,する,1,表示
2140060020,65 ｺﾚｸｼｮﾝ つむぎ (NA) ※ﾀﾞｳﾝﾗｲﾄ付,65 ｺﾚｸｼｮﾝ つむぎ (NA) ※ﾀﾞｳﾝﾗｲﾄ付,65 ｺﾚｸｼｮﾝ つむぎ (NA) ※ﾀﾞｳﾝﾗｲﾄ付,0,,0,,0,,,0,1,税込,0,税抜,1,45100,24900,24900,24900,0,1,650,350,1600,13,,2,1,都度発注,21,,する,1,表示
2140070000,70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=155　※色選択,70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=155　※色選択,70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=155　※色選択,0,,0,,0,,,0,1,税込,0,税抜,1,47200,24000,24000,24000,0,1,700,400,1550,16,,2,1,都度発注,21,色選択,する,1,表示
2140070010,70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=155 (WH),70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=155 (WH),70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=155 (WH),0,,0,,0,,,0,1,税込,0,税抜,1,47200,24000,24000,24000,0,1,700,400,1550,16,,2,1,都度発注,21,,する,1,表示
2140070020,70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=155 (BR),70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=155 (BR),70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=155 (BR),0,,0,,0,,,0,1,税込,0,税抜,1,47200,24000,24000,24000,0,1,700,400,1550,16,3,2,1,都度発注,21,6.7,する,1,表示
2140071000,70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=130　※色選択,70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=130　※色選択,70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=130　※色選択,0,,0,,0,,,0,1,税込,0,税抜,1,41600,21000,21000,21000,0,1,700,400,1300,13,,2,1,都度発注,21,色選択,する,1,表示
2140071010,70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=130 (WH),70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=130 (WH),70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=130 (WH),0,,0,,0,,,0,1,税込,0,税抜,1,41600,21000,21000,21000,0,1,700,400,1300,13,,2,1,都度発注,21,,する,1,表示
2140071020,70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=130 (BR),70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=130 (BR),70 ｺﾚｸｼｮﾝ ｼﾞｮｲ H=130 (BR),0,,0,,0,,,0,1,税込,0,税抜,1,41600,21000,21000,21000,0,1,700,400,1300,13,,2,1,都度発注,21,,する,1,表示
2140090000,70 ｺﾚｸｼｮﾝ ﾓﾙﾂ　※色選択,70 ｺﾚｸｼｮﾝ ﾓﾙﾂ　※色選択,70 ｺﾚｸｼｮﾝ ﾓﾙﾂ　※色選択,0,,0,,0,,,0,1,税込,0,税抜,1,50500,27800,27800,27800,0,1,700,400,1550,16,,1,1,都度発注,21,色選択,する,1,表示
2140090010,70 ｺﾚｸｼｮﾝ ﾓﾙﾂ (WH),70 ｺﾚｸｼｮﾝ ﾓﾙﾂ (WH),70 ｺﾚｸｼｮﾝ ﾓﾙﾂ (WH),0,,0,,0,,,0,1,税込,0,税抜,1,50500,27800,27800,27800,0,1,700,400,1550,16,,1,1,都度発注,21,,する,1,表示
2140090020,70 ｺﾚｸｼｮﾝ ﾓﾙﾂ (BR),70 ｺﾚｸｼｮﾝ ﾓﾙﾂ (BR),70 ｺﾚｸｼｮﾝ ﾓﾙﾂ (BR),0,,0,,0,,,0,1,税込,0,税抜,1,50500,27800,27800,27800,0,1,700,400,1550,16,,1,1,都度発注,21,,する,1,表示
2140100000,60 ｺﾚｸｼｮﾝ ﾊﾞﾚｯﾄﾞ　※色選択,60 ｺﾚｸｼｮﾝ ﾊﾞRD　※色選択,60 ｺﾚｸｼｮﾝ ﾊﾞRD　※色選択ﾚｯﾄﾞ,0,,0,,0,,,0,1,税込,0,税抜,1,39700,21400,21400,21400,0,1,600,400,1500,13,,1,1,都度発注,21,色選択,する,1,表示
