商品コード,商品名,商品名略称,商品名カナ,商品区分1コード,商品区分1名,商品区分2コード,商品区分2名,商品区分3コード,商品区分3名,単位,入数,販売消費税区分,販売消費税区分名,仕入消費税区分,仕入消費税区分名,消費税率,標準単価,仕入単価,原価単価,在庫単価,定価,在庫管理,幅,奥行,高さ,才数,EXP才数,個口,発注方法,発注方法名,仕入先コード,摘要,在庫管理名,検索画面表示,検索画面表示名
1100000000,,,,0,,0,,0,,,0,1,税込,0,税抜,1,0,0,0,0,0,1,0,0,0,0,,0,1,都度発注,11,,する,1,表示
1110001000,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｷｬﾝｷｬﾝ(WH)　,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｷｬﾝｷｬﾝ(WH)　,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｷｬﾝｷｬﾝ(WH)　,0,,0,,0,,,0,1,税込,0,税抜,1,35600,19500,19500,19500,0,1,0,0,0,14,,4,1,都度発注,11,,する,1,表示
1110001010,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｷｬﾝｷｬﾝ(BK),ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｷｬﾝｷｬﾝ(BK),ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｷｬﾝｷｬﾝ(BK),0,,0,,0,,,0,1,税込,0,税抜,1,35600,19500,19500,19500,0,1,0,0,0,14,,4,1,都度発注,11,,する,1,表示
1110001100,ﾀﾞｲﾆﾝｸﾞﾁｪｱ2脚ｾｯﾄ ｷｬﾝｷｬﾝ(WH),ﾀﾞｲﾆﾝｸﾞﾁｪｱ2脚ｾｯﾄ ｷｬﾝｷｬﾝ(WH),ﾀﾞｲﾆﾝｸﾞﾁｪｱ2脚ｾｯﾄ ｷｬﾝｷｬﾝ(WH),0,,0,,0,,,0,1,税込,0,税抜,1,11800,5800,5800,5800,0,1,0,0,0,5,,1,1,都度発注,11,*2脚の値段,する,1,表示
1110001110,ﾀﾞｲﾆﾝｸﾞﾁｪｱ2脚ｾｯﾄ ｷｬﾝｷｬﾝ(BK)　*2脚の値段,ﾀﾞｲﾆﾝｸﾞﾁｪｱ2脚ｾｯﾄ ｷｬﾝｷｬﾝ(BK)　*2脚,ﾀﾞｲﾆﾝｸﾞﾁｪｱ2脚ｾｯﾄ ｷｬﾝｷｬﾝ(BK)　*2脚の値段,0,,0,,0,,,0,1,税込,0,税抜,1,11800,5800,5800,5800,0,1,0,0,0,5,,1,1,都度発注,11,*2脚の値段,する,1,表示
1110001111,ﾀﾞｲﾆﾝｸﾞﾃｰﾌﾞﾙ単品 ｷｬﾝｷｬﾝ,ﾀﾞｲﾆﾝｸﾞﾃｰﾌﾞﾙ単品 ｷｬﾝｷｬﾝ,ﾀﾞｲﾆﾝｸﾞﾃｰﾌﾞﾙ単品 ｷｬﾝｷｬﾝ,0,,0,,0,,,0,1,税込,0,税抜,1,14500,7900,7900,7900,0,1,0,0,0,4,,2,1,都度発注,11,,する,1,表示
1110002000,ﾀﾞｲﾆﾝｸﾞ3点 ｳﾞｨｰﾀ (BK),ﾀﾞｲﾆﾝｸﾞ3点 ｳﾞｨｰﾀ (BK),ﾀﾞｲﾆﾝｸﾞ3点 ｳﾞｨｰﾀ (BK),0,,0,,0,,,0,1,税込,0,税抜,1,20300,11000,11000,11000,0,1,1100,2700,100,8,,3,1,都度発注,11,,する,1,表示
1110002010,ﾀﾞｲﾆﾝｸﾞ3点 ｳﾞｨｰﾀ (WH),ﾀﾞｲﾆﾝｸﾞ3点 ｳﾞｨｰﾀ (WH),ﾀﾞｲﾆﾝｸﾞ3点 ｳﾞｨｰﾀ (WH),0,,0,,0,,,0,1,税込,0,税抜,1,20300,11000,11000,11000,0,1,1100,2700,100,8,,3,1,都度発注,11,,する,1,表示
1110003000,ﾀﾞｲﾆﾝｸﾞ5点 ｳﾞｨｰﾀ (BK),ﾀﾞｲﾆﾝｸﾞ5点 ｳﾞｨｰﾀ (BK),ﾀﾞｲﾆﾝｸﾞ5点 ｳﾞｨｰﾀ (BK),0,,0,,0,,,0,1,税込,0,税抜,1,30700,16500,16500,16500,0,1,0,0,0,15,,4,1,都度発注,11,,する,1,表示
1110003010,ﾀﾞｲﾆﾝｸﾞ5点 ｳﾞｨｰﾀ (WH),ﾀﾞｲﾆﾝｸﾞ5点 ｳﾞｨｰﾀ (WH),ﾀﾞｲﾆﾝｸﾞ5点 ｳﾞｨｰﾀ (WH),0,,0,,0,,,0,1,税込,0,税抜,1,30700,16500,16500,16500,0,1,0,0,0,15,,4,1,都度発注,11,,する,1,表示
1110003050,ﾀﾞｲﾆﾝｸﾞ80ﾃｰﾌﾞﾙ単品 ｳﾞｨｰﾀ,ﾀﾞｲﾆﾝｸﾞ80ﾃｰﾌﾞﾙ単品 ｳﾞｨｰﾀ,ﾀﾞｲﾆﾝｸﾞ80ﾃｰﾌﾞﾙ単品 ｳﾞｨｰﾀ,0,,0,,0,,,0,1,税込,0,税抜,1,10300,5600,5600,5600,0,1,0,0,0,3,,2,1,都度発注,11,,する,1,表示
1110003060,ﾀﾞｲﾆﾝｸﾞ120ﾃｰﾌﾞﾙ単品 ｳﾞｨｰﾀ,ﾀﾞｲﾆﾝｸﾞ120ﾃｰﾌﾞﾙ単品 ｳﾞｨｰﾀ,ﾀﾞｲﾆﾝｸﾞ120ﾃｰﾌﾞﾙ単品 ｳﾞｨｰﾀ,0,,0,,0,,,0,1,税込,0,税抜,1,11800,6200,6200,6200,0,1,0,0,0,3,,2,1,都度発注,11,,する,1,表示
1110003070,ﾀﾞｲﾆﾝｸﾞﾁｪｱ単品 ｳﾞｨｰﾀ (BK)　※2脚ｾｯﾄ,ﾀﾞｲﾆﾝｸﾞﾁｪｱ単品 ｳﾞｨｰﾀ (BK)　※2脚ｾｯ,ﾀﾞｲﾆﾝｸﾞﾁｪｱ単品 ｳﾞｨｰﾀ (BK)　※2脚ｾｯﾄ,0,,0,,0,,,0,1,税込,0,税抜,1,10800,4400,4400,4400,0,1,0,0,0,5,,1,1,都度発注,11,*2脚の値段,する,1,表示
1110003080,ﾀﾞｲﾆﾝｸﾞﾁｪｱ単品 ｳﾞｨｰﾀ (WH)　※2脚ｾｯﾄ,ﾀﾞｲﾆﾝｸﾞﾁｪｱ単品 ｳﾞｨｰﾀ (WH)　※2脚ｾｯ,ﾀﾞｲﾆﾝｸﾞﾁｪｱ単品 ｳﾞｨｰﾀ (WH)　※2脚ｾｯﾄ,0,,0,,0,,,0,1,税込,0,税抜,1,10800,4400,4400,4400,0,1,0,0,0,5,,1,1,都度発注,11,*2脚の値段,する,1,表示
1110014000,ﾀﾞｲﾆﾝｸﾞ3点ｾｯﾄ ﾋﾞｰﾅｽ,ﾀﾞｲﾆﾝｸﾞ3点ｾｯﾄ ﾋﾞｰﾅｽ,ﾀﾞｲﾆﾝｸﾞ3点ｾｯﾄ ﾋﾞｰﾅｽ,0,,0,,0,,,0,1,税込,0,税抜,1,20300,11700,11700,11700,0,1,0,0,0,6,,3,1,都度発注,11,,する,1,表示
1110015000,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ﾋﾞｰﾅｽ,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ﾋﾞｰﾅｽ,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ﾋﾞｰﾅｽ,0,,0,,0,,,0,1,税込,0,税抜,1,32100,17900,17900,17900,0,1,0,0,0,13,,4,1,都度発注,11,,する,1,表示
1110016000,ﾀﾞｲﾆﾝｸﾞﾃｰﾌﾞﾙ ﾋﾞｰﾅｽ (80cm),ﾀﾞｲﾆﾝｸﾞﾃｰﾌﾞﾙ ﾋﾞｰﾅｽ (80cm),ﾀﾞｲﾆﾝｸﾞﾃｰﾌﾞﾙ ﾋﾞｰﾅｽ (80cm),0,,0,,0,,,0,1,税込,0,税抜,1,10800,6100,6100,6100,0,1,0,0,0,4,,2,1,都度発注,11,,する,1,表示
1110017000,ﾀﾞｲﾆﾝｸﾞﾃｰﾌﾞﾙ ﾋﾞｰﾅｽ (120cm),ﾀﾞｲﾆﾝｸﾞﾃｰﾌﾞﾙ ﾋﾞｰﾅｽ (120cm),ﾀﾞｲﾆﾝｸﾞﾃｰﾌﾞﾙ ﾋﾞｰﾅｽ (120cm),0,,0,,0,,,0,1,税込,0,税抜,1,12300,6700,6700,6700,0,1,0,0,0,2,,2,1,都度発注,11,,する,1,表示
1110018000,ﾀﾞｲﾆﾝｸﾞﾁｪｱ ﾋﾞｰﾅｽ 2脚入り,ﾀﾞｲﾆﾝｸﾞﾁｪｱ ﾋﾞｰﾅｽ 2脚入り,ﾀﾞｲﾆﾝｸﾞﾁｪｱ ﾋﾞｰﾅｽ 2脚入り,0,,0,,0,,,0,1,税込,0,税抜,1,10500,5600,5600,5600,0,1,0,0,0,5,,1,1,都度発注,11,*2脚の値段,する,1,表示
1110023000,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｳﾞｫｰｸﾞ (BK),ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｳﾞｫｰｸﾞ (BK),ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｳﾞｫｰｸﾞ (BK),0,,0,,0,,,0,1,税込,0,税抜,1,37800,21100,21100,21100,0,1,0,0,0,15,9,4,1,都度発注,11,22,する,1,表示
1110023010,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｳﾞｫｰｸﾞ (WH),ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｳﾞｫｰｸﾞ (WH),ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｳﾞｫｰｸﾞ (WH),0,,0,,0,,,0,1,税込,0,税抜,1,37800,21100,21100,21100,0,1,0,0,0,15,,4,1,都度発注,11,,する,1,表示
1110040000,ﾀﾞｲﾆﾝｸﾞ4点ｾｯﾄ ｴｽﾌﾟﾚｯｿ(三角ﾃｰﾌﾞﾙ) ※単品の組み合わせ注文,ﾀﾞｲﾆﾝｸﾞ4点ｾｯﾄ ｴｽﾌﾟﾚｯｿ(三角ﾃｰﾌﾞﾙ) ,ﾀﾞｲﾆﾝｸﾞ4点ｾｯﾄ ｴｽﾌﾟﾚｯｿ(三角ﾃｰﾌﾞﾙ) ※単品の組み合わせ注文,0,,0,,0,,,0,1,税込,0,税抜,1,41600,23200,23200,23200,0,1,0,0,0,12,,4,1,都度発注,11,,する,1,表示
1110041000,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｴｽﾌﾟﾚｯｿ(丸ﾃｰﾌﾞﾙ) ※単品の組み合わせ注文,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｴｽﾌﾟﾚｯｿ(丸ﾃｰﾌﾞﾙ) ※,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｴｽﾌﾟﾚｯｿ(丸ﾃｰﾌﾞﾙ) ※単品の組み合わせ注文,0,,0,,0,,,0,1,税込,0,税抜,1,49400,27600,27600,27600,0,1,0,0,0,15,11,5,1,都度発注,11,25,する,1,表示
1110042000,ﾀﾞｲﾆﾝｸﾞﾃｰﾌﾞﾙ ｴｽﾌﾟﾚｯｿ 三角ﾃｰﾌﾞﾙ,ﾀﾞｲﾆﾝｸﾞﾃｰﾌﾞﾙ ｴｽﾌﾟﾚｯｿ 三角ﾃｰﾌﾞﾙ,ﾀﾞｲﾆﾝｸﾞﾃｰﾌﾞﾙ ｴｽﾌﾟﾚｯｿ 三角ﾃｰﾌﾞﾙ,0,,0,,0,,,0,1,税込,0,税抜,1,17800,10000,10000,10000,0,1,0,0,0,3,,1,1,都度発注,11,"単品15,000円",する,1,表示
1110043000,ﾀﾞｲﾆﾝｸﾞﾃｰﾌﾞﾙ ｴｽﾌﾟﾚｯｿ 丸ﾃｰﾌﾞﾙ,ﾀﾞｲﾆﾝｸﾞﾃｰﾌﾞﾙ ｴｽﾌﾟﾚｯｿ 丸ﾃｰﾌﾞﾙ,ﾀﾞｲﾆﾝｸﾞﾃｰﾌﾞﾙ ｴｽﾌﾟﾚｯｿ 丸ﾃｰﾌﾞﾙ,0,,0,,0,,,0,1,税込,0,税抜,1,17800,10000,10000,10000,0,1,0,0,0,3,,1,1,都度発注,11,"単品15,000円",する,1,表示
1110044000,ﾀﾞｲﾆﾝｸﾞﾁｪｱ ｴｽﾌﾟﾚｯｿ　※色を選べ,ﾀﾞｲﾆﾝｸﾞﾁｪｱ ｴｽﾌﾟﾚｯｿ　※色を選べ,ﾀﾞｲﾆﾝｸﾞﾁｪｱ ｴｽﾌﾟﾚｯｿ　※色を選べ,0,,0,,0,,,0,1,税込,0,税抜,1,8000,4400,4400,4400,0,1,440,560,830,3,,1,1,都度発注,11,"単品7,500円",する,1,表示
1110044010,ﾀﾞｲﾆﾝｸﾞﾁｪｱ ｴｽﾌﾟﾚｯｿ (WH),ﾀﾞｲﾆﾝｸﾞﾁｪｱ ｴｽﾌﾟﾚｯｿ (WH),ﾀﾞｲﾆﾝｸﾞﾁｪｱ ｴｽﾌﾟﾚｯｿ (WH),0,,0,,0,,,0,1,税込,0,税抜,1,8000,4400,4400,4400,0,1,440,560,830,3,,1,1,都度発注,11,"単品7,500円",する,1,表示
1110044020,ﾀﾞｲﾆﾝｸﾞﾁｪｱ ｴｽﾌﾟﾚｯｿ (BK),ﾀﾞｲﾆﾝｸﾞﾁｪｱ ｴｽﾌﾟﾚｯｿ (BK),ﾀﾞｲﾆﾝｸﾞﾁｪｱ ｴｽﾌﾟﾚｯｿ (BK),0,,0,,0,,,0,1,税込,0,税抜,1,8000,4400,4400,4400,0,1,440,560,830,3,,1,1,都度発注,11,"単品7,500円",する,1,表示
1110044030,ﾀﾞｲﾆﾝｸﾞﾁｪｱ ｴｽﾌﾟﾚｯｿ (RD),ﾀﾞｲﾆﾝｸﾞﾁｪｱ ｴｽﾌﾟﾚｯｿ (RD),ﾀﾞｲﾆﾝｸﾞﾁｪｱ ｴｽﾌﾟﾚｯｿ (RD),0,,0,,0,,,0,1,税込,0,税抜,1,8000,4400,4400,4400,0,1,440,560,830,3,,1,1,都度発注,11,"単品7,500円",する,1,表示
1110044040,ﾀﾞｲﾆﾝｸﾞﾁｪｱ ｴｽﾌﾟﾚｯｿ (ｶﾌｪ),ﾀﾞｲﾆﾝｸﾞﾁｪｱ ｴｽﾌﾟﾚｯｿ (ｶﾌｪ),ﾀﾞｲﾆﾝｸﾞﾁｪｱ ｴｽﾌﾟﾚｯｿ (ｶﾌｪ),0,,0,,0,,,0,1,税込,0,税抜,1,8000,4400,4400,4400,0,1,440,560,830,3,,1,1,都度発注,11,"単品7,500円",する,1,表示
1110050000,ﾀﾞｲﾆﾝｸﾞ3点ｾｯﾄ ﾓﾙﾄﾞ,ﾀﾞｲﾆﾝｸﾞ3点ｾｯﾄ ﾓﾙﾄﾞ,ﾀﾞｲﾆﾝｸﾞ3点ｾｯﾄ ﾓﾙﾄﾞ,0,,0,,0,,,0,1,税込,0,税抜,1,27800,15600,15600,15600,0,1,0,0,0,10,,2,1,都度発注,11,,する,1,表示
1110051000,ﾀﾞｲﾆﾝｸﾞ4点ｾｯﾄ ﾓﾙﾄﾞ,ﾀﾞｲﾆﾝｸﾞ4点ｾｯﾄ ﾓﾙﾄﾞ,ﾀﾞｲﾆﾝｸﾞ4点ｾｯﾄ ﾓﾙﾄﾞ,0,,0,,0,,,0,1,税込,0,税抜,1,40700,23500,23500,23500,0,1,0,0,0,12,,3,1,都度発注,11,,する,1,表示
1110052000,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ﾓﾙﾄﾞ,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ﾓﾙﾄﾞ,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ﾓﾙﾄﾞ,0,,0,,0,,,0,1,税込,0,税抜,1,47200,26600,26600,26600,0,1,0,0,0,15,,3,1,都度発注,11,,する,1,表示
1110060000,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｴﾋﾟﾅ (BK),ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｴﾋﾟﾅ (BK),ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｴﾋﾟﾅ (BK),0,,0,,0,,,0,1,税込,0,税抜,1,33400,18400,18400,18400,0,1,0,0,0,15,,4,1,都度発注,11,,する,1,表示
1110060010,ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｴﾋﾟﾅ (WH),ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｴﾋﾟﾅ (WH),ﾀﾞｲﾆﾝｸﾞ5点ｾｯﾄ ｴﾋﾟﾅ (WH),0,,0,,0,,,0,1,税込,0,税抜,1,33400,18400,18400,18400,0,1,0,0,0,15,,4,1,都度発注,11,,する,1,表示
1120000000,,,,0,,0,,0,,,0,1,税込,0,税抜,1,0,0,0,0,0,1,0,0,0,0,,0,1,都度発注,11,,する,1,表示
1120035000,2Pｿﾌｧｰ ｱｰﾘｰ(ｱﾒﾘｶﾝﾁｪｯｸ),2Pｿﾌｧｰ ｱｰﾘｰ(ｱﾒﾘｶﾝﾁｪｯｸ),2Pｿﾌｧｰ ｱｰﾘｰ(ｱﾒﾘｶﾝﾁｪｯｸ),0,,0,,0,,,0,1,税込,0,税抜,1,30500,16000,16000,16000,0,1,2000,800,810,16,,1,1,都度発注,11,,する,1,表示
1120036000,3Pｿﾌｧｰ ｱｰﾘｰ(ｱﾒﾘｶﾝﾁｪｯｸ),3Pｿﾌｧｰ ｱｰﾘｰ(ｱﾒﾘｶﾝﾁｪｯｸ),3Pｿﾌｧｰ ｱｰﾘｰ(ｱﾒﾘｶﾝﾁｪｯｸ),0,,0,,0,,,0,1,税込,0,税抜,1,39900,20000,20000,20000,0,1,0,0,0,25,,1,1,都度発注,11,,する,1,表示
1120046000,2Pｿﾌｧｰ ﾏｲﾙ(IV),2Pｿﾌｧｰ ﾏｲﾙ(IV),2Pｿﾌｧｰ ﾏｲﾙ(IV),0,,0,,0,,,0,1,税込,0,税抜,1,19800,9500,9500,9500,0,1,0,0,0,18,,1,1,都度発注,11,,する,1,表示
1120047000,3Pｿﾌｧｰ ﾏｲﾙ(IV),3Pｿﾌｧｰ ﾏｲﾙ(IV),3Pｿﾌｧｰ ﾏｲﾙ(IV),0,,0,,0,,,0,1,税込,0,税抜,1,26500,13400,13400,13400,0,1,0,0,0,23,,1,1,都度発注,11,,する,1,表示
1120051000,応接ｺｰﾅｰ5点ｾｯﾄ ﾏｲﾙ,応接ｺｰﾅｰ5点ｾｯﾄ ﾏｲﾙ,応接ｺｰﾅｰ5点ｾｯﾄ ﾏｲﾙ,0,,0,,0,,,0,1,税込,0,税抜,1,46500,20500,20500,20500,0,1,0,0,0,40,,5,1,都度発注,11,,する,1,表示
1120100000,応接ｶｳﾁ2点ｾｯﾄ ｱﾝﾄﾞﾗ (BK),応接ｶｳﾁ2点ｾｯﾄ ｱﾝﾄﾞﾗ (BK),応接ｶｳﾁ2点ｾｯﾄ ｱﾝﾄﾞﾗ (BK),0,,0,,0,,,0,1,税込,0,税抜,1,97000,50400,50400,50400,0,1,0,0,0,50,28,2,1,都度発注,11,67.5,する,1,表示
1120100010,応接ｶｳﾁ2点ｾｯﾄ ｱﾝﾄﾞﾗ (IV),応接ｶｳﾁ2点ｾｯﾄ ｱﾝﾄﾞﾗ (IV),応接ｶｳﾁ2点ｾｯﾄ ｱﾝﾄﾞﾗ (IV),0,,0,,0,,,0,1,税込,0,税抜,1,97000,50400,50400,50400,0,1,0,0,0,50,,2,1,都度発注,11,,する,1,表示
1130015000,ｼﾝｸﾞﾙﾏｯﾄ ｹﾘｰⅡ,ｼﾝｸﾞﾙﾏｯﾄ ｹﾘｰⅡ,ｼﾝｸﾞﾙﾏｯﾄ ｹﾘｰⅡ,0,,0,,0,,,0,1,税込,0,税抜,1,13400,6100,6100,6100,0,1,0,0,0,11,,1,1,都度発注,11,,する,1,表示
1130016000,ｾﾐﾀﾞﾌﾞﾙﾏｯﾄ ｹﾘｰⅡ,ｾﾐﾀﾞﾌﾞﾙﾏｯﾄ ｹﾘｰⅡ,ｾﾐﾀﾞﾌﾞﾙﾏｯﾄ ｹﾘｰⅡ,0,,0,,0,,,0,1,税込,0,税抜,1,14800,6700,6700,6700,0,1,0,0,0,13,,1,1,都度発注,11,,する,1,表示
1130017000,ﾀﾞﾌﾞﾙﾏｯﾄ ｹﾘｰⅡ,ﾀﾞﾌﾞﾙﾏｯﾄ ｹﾘｰⅡ,ﾀﾞﾌﾞﾙﾏｯﾄ ｹﾘｰⅡ,0,,0,,0,,,0,1,税込,0,税抜,1,16900,7800,7800,7800,0,1,0,0,0,15,,1,1,都度発注,11,,する,1,表示
1130018000,ｼﾝｸﾞﾙﾏｯﾄ ｸﾞﾗﾝﾄﾞ,ｼﾝｸﾞﾙﾏｯﾄ ｸﾞﾗﾝﾄﾞ,ｼﾝｸﾞﾙﾏｯﾄ ｸﾞﾗﾝﾄﾞ,0,,0,,0,,,0,1,税込,0,税抜,1,21000,10000,10000,10000,0,1,0,0,0,11,,1,1,都度発注,11,,する,1,表示
1130019000,ｾﾐﾀﾞﾌﾞﾙﾏｯﾄ ｸﾞﾗﾝﾄﾞ,ｾﾐﾀﾞﾌﾞﾙﾏｯﾄ ｸﾞﾗﾝﾄﾞ,ｾﾐﾀﾞﾌﾞﾙﾏｯﾄ ｸﾞﾗﾝﾄﾞ,0,,0,,0,,,0,1,税込,0,税抜,1,26400,12300,12300,12300,0,1,0,0,0,14,,1,1,都度発注,11,,する,1,表示
1130020000,ﾀﾞﾌﾞﾙﾏｯﾄ ｸﾞﾗﾝﾄﾞ,ﾀﾞﾌﾞﾙﾏｯﾄ ｸﾞﾗﾝﾄﾞ,ﾀﾞﾌﾞﾙﾏｯﾄ ｸﾞﾗﾝﾄﾞ,0,,0,,0,,,0,1,税込,0,税抜,1,29600,14500,14500,14500,0,1,0,0,0,16,,1,1,都度発注,11,,する,1,表示
1130021000,ｼﾝｸﾞﾙﾏｯﾄ ﾌﾟﾘﾝｽ,ｼﾝｸﾞﾙﾏｯﾄ ﾌﾟﾘﾝｽ,ｼﾝｸﾞﾙﾏｯﾄ ﾌﾟﾘﾝｽ,0,,0,,0,,,0,1,税込,0,税抜,1,22100,11000,11000,11000,0,1,0,0,0,12,,1,1,都度発注,11,,する,1,表示
1130022000,ｾﾐﾀﾞﾌﾞﾙﾏｯﾄ ﾌﾟﾘﾝｽ,ｾﾐﾀﾞﾌﾞﾙﾏｯﾄ ﾌﾟﾘﾝｽ,ｾﾐﾀﾞﾌﾞﾙﾏｯﾄ ﾌﾟﾘﾝｽ,0,,0,,0,,,0,1,税込,0,税抜,1,26400,13500,13500,13500,0,1,0,0,0,14,,1,1,都度発注,11,,する,1,表示
1130023000,ﾀﾞﾌﾞﾙﾏｯﾄ ﾌﾟﾘﾝｽ,ﾀﾞﾌﾞﾙﾏｯﾄ ﾌﾟﾘﾝｽ,ﾀﾞﾌﾞﾙﾏｯﾄ ﾌﾟﾘﾝｽ,0,,0,,0,,,0,1,税込,0,税抜,1,31800,16500,16500,16500,0,1,0,0,0,16,,1,1,都度発注,11,,する,1,表示
1130024000,ｼﾝｸﾞﾙ ﾊﾟｰﾑﾏｯﾄ ｴﾝｼﾞｪﾙ,ｼﾝｸﾞﾙ ﾊﾟｰﾑﾏｯﾄ ｴﾝｼﾞｪﾙ,ｼﾝｸﾞﾙ ﾊﾟｰﾑﾏｯﾄ ｴﾝｼﾞｪﾙ,0,,0,,0,,,0,1,税込,0,税抜,1,8700,5000,5000,5000,0,1,0,0,0,3,,1,1,都度発注,11,,する,1,表示
1130025000,ｼﾝｸﾞﾙﾍﾞｯﾄﾞ ｻﾘｰⅡ (WH),ｼﾝｸﾞﾙﾍﾞｯﾄﾞ ｻﾘｰⅡ (WH),ｼﾝｸﾞﾙﾍﾞｯﾄﾞ ｻﾘｰⅡ (WH),0,,0,,0,,,0,1,税込,0,税抜,1,11600,6100,6100,6100,0,1,2040,1000,1050,5,,2,1,都度発注,11,,する,1,表示
1130025010,ｼﾝｸﾞﾙﾍﾞｯﾄﾞ ｻﾘｰⅡ (BK),ｼﾝｸﾞﾙﾍﾞｯﾄﾞ ｻﾘｰⅡ (BK),ｼﾝｸﾞﾙﾍﾞｯﾄﾞ ｻﾘｰⅡ (BK),0,,0,,0,,,0,1,税込,0,税抜,1,11600,6100,6100,6100,0,1,2040,1000,1050,5,,2,1,都度発注,11,,する,1,表示
1130025020,ｼﾝｸﾞﾙﾍﾞｯﾄﾞ ｻﾘｰⅡ (ﾋﾟﾝｸ),ｼﾝｸﾞﾙﾍﾞｯﾄﾞ ｻﾘｰⅡ (ﾋﾟﾝｸ),ｼﾝｸﾞﾙﾍﾞｯﾄﾞ ｻﾘｰⅡ (ﾋﾟﾝｸ),0,,0,,0,,,0,1,税込,0,税抜,1,11600,6100,6100,6100,0,1,2040,1000,1050,5,,2,1,都度発注,11,,する,1,表示
1130027000,ｿﾌｧｰﾍﾞｯﾄﾞ ﾐｰｽ　※色選択,ｿﾌｧｰﾍﾞｯﾄﾞ ﾐｰｽ　※色選択,ｿﾌｧｰﾍﾞｯﾄﾞ ﾐｰｽ　※色選択,0,,0,,0,,,0,1,税込,0,税抜,1,26900,12800,12800,12800,0,1,0,0,0,12,8,2,1,都度発注,11,19,する,1,表示
1130027010,ｿﾌｧｰﾍﾞｯﾄﾞ ﾐｰｽ (BK),ｿﾌｧｰﾍﾞｯﾄﾞ ﾐｰｽ (BK),ｿﾌｧｰﾍﾞｯﾄﾞ ﾐｰｽ (BK),0,,0,,0,,,0,1,税込,0,税抜,1,26900,12800,12800,12800,0,1,0,0,0,12,8,2,1,都度発注,11,19,する,1,表示
1130027020,ｿﾌｧｰﾍﾞｯﾄﾞ ﾐｰｽ (WH),ｿﾌｧｰﾍﾞｯﾄﾞ ﾐｰｽ (WH),ｿﾌｧｰﾍﾞｯﾄﾞ ﾐｰｽ (WH),0,,0,,0,,,0,1,税込,0,税抜,1,26900,12800,12800,12800,0,1,0,0,0,12,8,2,1,都度発注,11,19,する,1,表示
1130040000,ｼﾝｸﾞﾙﾍﾞｯﾄﾞ ｱﾛｰｽﾞ (NA)　,ｼﾝｸﾞﾙﾍﾞｯﾄﾞ ｱﾛｰｽﾞ (NA)　,ｼﾝｸﾞﾙﾍﾞｯﾄﾞ ｱﾛｰｽﾞ (NA)　,0,,0,,0,,,0,1,税込,0,税抜,1,18300,9500,9500,9500,0,1,990,2070,850,6,,4,1,都度発注,11,@9500,する,1,表示
1130040010,ｼﾝｸﾞﾙﾍﾞｯﾄﾞ ｱﾛｰｽﾞ (BR)　,ｼﾝｸﾞﾙﾍﾞｯﾄﾞ ｱﾛｰｽﾞ (BR)　,ｼﾝｸﾞﾙﾍﾞｯﾄﾞ ｱﾛｰｽﾞ (BR)　,0,,0,,0,,,0,1,税込,0,税抜,1,18300,9500,9500,9500,0,1,990,2070,850,6,,4,1,都度発注,11,@9500,する,1,表示
1140004000,90-4 ﾁｪｽﾄ ｴｽｺ (BR),90-4 ﾁｪｽﾄ ｴｽｺ (BR),90-4 ﾁｪｽﾄ ｴｽｺ (BR),0,,0,,0,,,0,1,税込,0,税抜,1,39700,21200,21200,21200,0,1,900,480,1030,6,,1,1,都度発注,11,,する,1,表示
1140004010,90-4 ﾁｪｽﾄ ｴｽｺ (NA),90-4 ﾁｪｽﾄ ｴｽｺ (NA),90-4 ﾁｪｽﾄ ｴｽｺ (NA),0,,0,,0,,,0,1,税込,0,税抜,1,39700,21200,21200,21200,0,1,900,480,1030,6,,1,1,都度発注,11,,する,1,表示
